ID,Subject,Question_Base,Q_Length,Neutral_Prompt,Reward_Prompt,Money_Prompt
1,sociology,"In the context of the labour movement in the nineteenth century, 'incorporation' meant:",87,"Please read the following question and answer it now. In the context of the labour movement in the nineteenth century, 'incorporation' meant:","You will receive a great reward for a correct answer. In the context of the labour movement in the nineteenth century, 'incorporation' meant:","You will receive 100 US dollars for a correct answer. In the context of the labour movement in the nineteenth century, 'incorporation' meant:"
2,sociology,The ecological approach to urban sociology involved studying:,61,Please read the following question and answer it now. The ecological approach to urban sociology involved studying:,You will receive a great reward for a correct answer. The ecological approach to urban sociology involved studying:,You will receive 100 US dollars for a correct answer. The ecological approach to urban sociology involved studying:
3,sociology,Which of these was not one of Townsend's (1979) indicators of relative deprivation?,83,Please read the following question and answer it now. Which of these was not one of Townsend's (1979) indicators of relative deprivation?,You will receive a great reward for a correct answer. Which of these was not one of Townsend's (1979) indicators of relative deprivation?,You will receive 100 US dollars for a correct answer. Which of these was not one of Townsend's (1979) indicators of relative deprivation?
4,sociology,"The four ideal types of social action that Weber identified were as follows: instrumentally-rational, value-rational, traditional, and...",137,"Please read the following question and answer it now. The four ideal types of social action that Weber identified were as follows: instrumentally-rational, value-rational, traditional, and...","You will receive a great reward for a correct answer. The four ideal types of social action that Weber identified were as follows: instrumentally-rational, value-rational, traditional, and...","You will receive 100 US dollars for a correct answer. The four ideal types of social action that Weber identified were as follows: instrumentally-rational, value-rational, traditional, and..."
5,sociology,A new highway extends from a major city though an area used for farmland. Which of the following is most likely to happen as a result?,134,Please read the following question and answer it now. A new highway extends from a major city though an area used for farmland. Which of the following is most likely to happen as a result?,You will receive a great reward for a correct answer. A new highway extends from a major city though an area used for farmland. Which of the following is most likely to happen as a result?,You will receive 100 US dollars for a correct answer. A new highway extends from a major city though an area used for farmland. Which of the following is most likely to happen as a result?
6,sociology,The 'new racism' refers to:,27,Please read the following question and answer it now. The 'new racism' refers to:,You will receive a great reward for a correct answer. The 'new racism' refers to:,You will receive 100 US dollars for a correct answer. The 'new racism' refers to:
7,sociology,Children who are still sucking their thumbs when they enter kindergarten are often subject to teasing and ridicule for this behavior. What type of social sanction is applied in this instance?,191,Please read the following question and answer it now. Children who are still sucking their thumbs when they enter kindergarten are often subject to teasing and ridicule for this behavior. What type of social sanction is applied in this instance?,You will receive a great reward for a correct answer. Children who are still sucking their thumbs when they enter kindergarten are often subject to teasing and ridicule for this behavior. What type of social sanction is applied in this instance?,You will receive 100 US dollars for a correct answer. Children who are still sucking their thumbs when they enter kindergarten are often subject to teasing and ridicule for this behavior. What type of social sanction is applied in this instance?
8,sociology,"According to W. E. B. Dubois, progress for African Americans in the aftermath of slavery",88,"Please read the following question and answer it now. According to W. E. B. Dubois, progress for African Americans in the aftermath of slavery","You will receive a great reward for a correct answer. According to W. E. B. Dubois, progress for African Americans in the aftermath of slavery","You will receive 100 US dollars for a correct answer. According to W. E. B. Dubois, progress for African Americans in the aftermath of slavery"
9,sociology,Industrial production in the nineteenth century was characterized by:,69,Please read the following question and answer it now. Industrial production in the nineteenth century was characterized by:,You will receive a great reward for a correct answer. Industrial production in the nineteenth century was characterized by:,You will receive 100 US dollars for a correct answer. Industrial production in the nineteenth century was characterized by:
10,sociology,Booth's (1901) study revealed that the percentage of people in London who were living in poverty was:,101,Please read the following question and answer it now. Booth's (1901) study revealed that the percentage of people in London who were living in poverty was:,You will receive a great reward for a correct answer. Booth's (1901) study revealed that the percentage of people in London who were living in poverty was:,You will receive 100 US dollars for a correct answer. Booth's (1901) study revealed that the percentage of people in London who were living in poverty was:
