ID,Subject,Question_Base,Q_Length,Neutral_Prompt,Reward_Prompt,Money_Prompt
1,miscellaneous,What's the third letter of the Greek alphabet?,46,Please read the following question and answer it now. What's the third letter of the Greek alphabet?,You will receive a great reward for a correct answer. What's the third letter of the Greek alphabet?,You will receive 100 US dollars for a correct answer. What's the third letter of the Greek alphabet?
2,miscellaneous,What do you call three consecutive strikes in bowling?,54,Please read the following question and answer it now. What do you call three consecutive strikes in bowling?,You will receive a great reward for a correct answer. What do you call three consecutive strikes in bowling?,You will receive 100 US dollars for a correct answer. What do you call three consecutive strikes in bowling?
3,miscellaneous,What is your astrological sign if you were born on Halloween?,61,Please read the following question and answer it now. What is your astrological sign if you were born on Halloween?,You will receive a great reward for a correct answer. What is your astrological sign if you were born on Halloween?,You will receive 100 US dollars for a correct answer. What is your astrological sign if you were born on Halloween?
4,miscellaneous,To create a tapestry one must traditionally engage in what activity?,68,Please read the following question and answer it now. To create a tapestry one must traditionally engage in what activity?,You will receive a great reward for a correct answer. To create a tapestry one must traditionally engage in what activity?,You will receive 100 US dollars for a correct answer. To create a tapestry one must traditionally engage in what activity?
5,miscellaneous,What disease causes a buildup of fluid pressure in the eyeball and damages the optic nerve at the back of the eye?,114,Please read the following question and answer it now. What disease causes a buildup of fluid pressure in the eyeball and damages the optic nerve at the back of the eye?,You will receive a great reward for a correct answer. What disease causes a buildup of fluid pressure in the eyeball and damages the optic nerve at the back of the eye?,You will receive 100 US dollars for a correct answer. What disease causes a buildup of fluid pressure in the eyeball and damages the optic nerve at the back of the eye?
6,miscellaneous,What literary work is the source of the quote 'Abandon every hope all you who enter here'?,90,Please read the following question and answer it now. What literary work is the source of the quote 'Abandon every hope all you who enter here'?,You will receive a great reward for a correct answer. What literary work is the source of the quote 'Abandon every hope all you who enter here'?,You will receive 100 US dollars for a correct answer. What literary work is the source of the quote 'Abandon every hope all you who enter here'?
7,miscellaneous,How many stars are on the American flag?,40,Please read the following question and answer it now. How many stars are on the American flag?,You will receive a great reward for a correct answer. How many stars are on the American flag?,You will receive 100 US dollars for a correct answer. How many stars are on the American flag?
8,miscellaneous,President Abraham Lincoln's Emancipation Proclamation declared free only those slaves who,89,Please read the following question and answer it now. President Abraham Lincoln's Emancipation Proclamation declared free only those slaves who,You will receive a great reward for a correct answer. President Abraham Lincoln's Emancipation Proclamation declared free only those slaves who,You will receive 100 US dollars for a correct answer. President Abraham Lincoln's Emancipation Proclamation declared free only those slaves who
9,miscellaneous,Which of the following protocols is used to transport HTML pages from Web servers to Web browsers?,98,Please read the following question and answer it now. Which of the following protocols is used to transport HTML pages from Web servers to Web browsers?,You will receive a great reward for a correct answer. Which of the following protocols is used to transport HTML pages from Web servers to Web browsers?,You will receive 100 US dollars for a correct answer. Which of the following protocols is used to transport HTML pages from Web servers to Web browsers?
10,miscellaneous,Which of these is not one of the three branches of the US government?,69,Please read the following question and answer it now. Which of these is not one of the three branches of the US government?,You will receive a great reward for a correct answer. Which of these is not one of the three branches of the US government?,You will receive 100 US dollars for a correct answer. Which of these is not one of the three branches of the US government?
11,miscellaneous,Which of the following is a force that is most responsible for causing a fixed-wing aircraft to move forward?,109,Please read the following question and answer it now. Which of the following is a force that is most responsible for causing a fixed-wing aircraft to move forward?,You will receive a great reward for a correct answer. Which of the following is a force that is most responsible for causing a fixed-wing aircraft to move forward?,You will receive 100 US dollars for a correct answer. Which of the following is a force that is most responsible for causing a fixed-wing aircraft to move forward?
12,miscellaneous,What tea is known for its distinctive bergamot flavor?,54,Please read the following question and answer it now. What tea is known for its distinctive bergamot flavor?,You will receive a great reward for a correct answer. What tea is known for its distinctive bergamot flavor?,You will receive 100 US dollars for a correct answer. What tea is known for its distinctive bergamot flavor?
13,miscellaneous,What is the largest animal ever to live on Earth?,49,Please read the following question and answer it now. What is the largest animal ever to live on Earth?,You will receive a great reward for a correct answer. What is the largest animal ever to live on Earth?,You will receive 100 US dollars for a correct answer. What is the largest animal ever to live on Earth?
14,miscellaneous,"Which of the following statements is correct about a trophic structure in which a leaf-eating grasshopper is eaten by a frog, which in turn is eaten by a snake?",160,"Please read the following question and answer it now. Which of the following statements is correct about a trophic structure in which a leaf-eating grasshopper is eaten by a frog, which in turn is eaten by a snake?","You will receive a great reward for a correct answer. Which of the following statements is correct about a trophic structure in which a leaf-eating grasshopper is eaten by a frog, which in turn is eaten by a snake?","You will receive 100 US dollars for a correct answer. Which of the following statements is correct about a trophic structure in which a leaf-eating grasshopper is eaten by a frog, which in turn is eaten by a snake?"
15,miscellaneous,How many periods are there in an ice hockey game?,49,Please read the following question and answer it now. How many periods are there in an ice hockey game?,You will receive a great reward for a correct answer. How many periods are there in an ice hockey game?,You will receive 100 US dollars for a correct answer. How many periods are there in an ice hockey game?
16,miscellaneous,Who composed the 'Moonlight Sonata'?,36,Please read the following question and answer it now. Who composed the 'Moonlight Sonata'?,You will receive a great reward for a correct answer. Who composed the 'Moonlight Sonata'?,You will receive 100 US dollars for a correct answer. Who composed the 'Moonlight Sonata'?
17,miscellaneous,"At the border of two countries there is a port where fishermen work. The fishermen do not speak the same language, so they communicate using one that has been invented by them for the purpose of trade. The scenario above most accurately describes which of the following types of language?",288,"Please read the following question and answer it now. At the border of two countries there is a port where fishermen work. The fishermen do not speak the same language, so they communicate using one that has been invented by them for the purpose of trade. The scenario above most accurately describes which of the following types of language?","You will receive a great reward for a correct answer. At the border of two countries there is a port where fishermen work. The fishermen do not speak the same language, so they communicate using one that has been invented by them for the purpose of trade. The scenario above most accurately describes which of the following types of language?","You will receive 100 US dollars for a correct answer. At the border of two countries there is a port where fishermen work. The fishermen do not speak the same language, so they communicate using one that has been invented by them for the purpose of trade. The scenario above most accurately describes which of the following types of language?"
18,miscellaneous,How many states were in the Confederate States of America?,58,Please read the following question and answer it now. How many states were in the Confederate States of America?,You will receive a great reward for a correct answer. How many states were in the Confederate States of America?,You will receive 100 US dollars for a correct answer. How many states were in the Confederate States of America?
19,miscellaneous,Which of these foods could you catch at sea?,44,Please read the following question and answer it now. Which of these foods could you catch at sea?,You will receive a great reward for a correct answer. Which of these foods could you catch at sea?,You will receive 100 US dollars for a correct answer. Which of these foods could you catch at sea?
