ID,Subject,Question_Base,Q_Length,Neutral_Prompt,Reward_Prompt,Money_Prompt
1,management,What is the overriding philosophy underpinning the strategic direction of an organisation?,90,Please read the following question and answer it now. What is the overriding philosophy underpinning the strategic direction of an organisation?,You will receive a great reward for a correct answer. What is the overriding philosophy underpinning the strategic direction of an organisation?,You will receive 100 US dollars for a correct answer. What is the overriding philosophy underpinning the strategic direction of an organisation?
2,management,What is the term Tuckman uses for reaching consensus as a group?,64,Please read the following question and answer it now. What is the term Tuckman uses for reaching consensus as a group?,You will receive a great reward for a correct answer. What is the term Tuckman uses for reaching consensus as a group?,You will receive 100 US dollars for a correct answer. What is the term Tuckman uses for reaching consensus as a group?
3,management,"According to the Five Factor model, 'extraversion' as a personality type is characterised by what type of people?",113,"Please read the following question and answer it now. According to the Five Factor model, 'extraversion' as a personality type is characterised by what type of people?","You will receive a great reward for a correct answer. According to the Five Factor model, 'extraversion' as a personality type is characterised by what type of people?","You will receive 100 US dollars for a correct answer. According to the Five Factor model, 'extraversion' as a personality type is characterised by what type of people?"
4,management,What are workers primarily motivated by according to the instrumental approach?,79,Please read the following question and answer it now. What are workers primarily motivated by according to the instrumental approach?,You will receive a great reward for a correct answer. What are workers primarily motivated by according to the instrumental approach?,You will receive 100 US dollars for a correct answer. What are workers primarily motivated by according to the instrumental approach?
5,management,Vertical integration forwards is when a firm mergers or acquires another,72,Please read the following question and answer it now. Vertical integration forwards is when a firm mergers or acquires another,You will receive a great reward for a correct answer. Vertical integration forwards is when a firm mergers or acquires another,You will receive 100 US dollars for a correct answer. Vertical integration forwards is when a firm mergers or acquires another
6,management,What is a strategic alliance?,29,Please read the following question and answer it now. What is a strategic alliance?,You will receive a great reward for a correct answer. What is a strategic alliance?,You will receive 100 US dollars for a correct answer. What is a strategic alliance?
7,management,What is the guiding principle behind New Public Management?,59,Please read the following question and answer it now. What is the guiding principle behind New Public Management?,You will receive a great reward for a correct answer. What is the guiding principle behind New Public Management?,You will receive 100 US dollars for a correct answer. What is the guiding principle behind New Public Management?
8,management,To what time-frame do strategic plans relate?,45,Please read the following question and answer it now. To what time-frame do strategic plans relate?,You will receive a great reward for a correct answer. To what time-frame do strategic plans relate?,You will receive 100 US dollars for a correct answer. To what time-frame do strategic plans relate?
9,management,Which one of the following is a feature of McGregor's Theory X?,63,Please read the following question and answer it now. Which one of the following is a feature of McGregor's Theory X?,You will receive a great reward for a correct answer. Which one of the following is a feature of McGregor's Theory X?,You will receive 100 US dollars for a correct answer. Which one of the following is a feature of McGregor's Theory X?
10,management,Which one is not an element in the primary activities of a value chain?,71,Please read the following question and answer it now. Which one is not an element in the primary activities of a value chain?,You will receive a great reward for a correct answer. Which one is not an element in the primary activities of a value chain?,You will receive 100 US dollars for a correct answer. Which one is not an element in the primary activities of a value chain?
11,management,What is the term used in Ansoff's matrix for increasing market share with existing products in existing markets?,112,Please read the following question and answer it now. What is the term used in Ansoff's matrix for increasing market share with existing products in existing markets?,You will receive a great reward for a correct answer. What is the term used in Ansoff's matrix for increasing market share with existing products in existing markets?,You will receive 100 US dollars for a correct answer. What is the term used in Ansoff's matrix for increasing market share with existing products in existing markets?
12,management,What is not an advantage of a hierarchical structure?,53,Please read the following question and answer it now. What is not an advantage of a hierarchical structure?,You will receive a great reward for a correct answer. What is not an advantage of a hierarchical structure?,You will receive 100 US dollars for a correct answer. What is not an advantage of a hierarchical structure?
13,management,What is not an assumption underpinning the rational decision making model?,74,Please read the following question and answer it now. What is not an assumption underpinning the rational decision making model?,You will receive a great reward for a correct answer. What is not an assumption underpinning the rational decision making model?,You will receive 100 US dollars for a correct answer. What is not an assumption underpinning the rational decision making model?
14,management,What is not a component of an agile organisation?,49,Please read the following question and answer it now. What is not a component of an agile organisation?,You will receive a great reward for a correct answer. What is not a component of an agile organisation?,You will receive 100 US dollars for a correct answer. What is not a component of an agile organisation?
15,management,Of what is advertising a form?,30,Please read the following question and answer it now. Of what is advertising a form?,You will receive a great reward for a correct answer. Of what is advertising a form?,You will receive 100 US dollars for a correct answer. Of what is advertising a form?
16,management,What is not a purpose of an organisational structure?,53,Please read the following question and answer it now. What is not a purpose of an organisational structure?,You will receive a great reward for a correct answer. What is not a purpose of an organisational structure?,You will receive 100 US dollars for a correct answer. What is not a purpose of an organisational structure?
17,management,What is the guiding principle of scientific management?,55,Please read the following question and answer it now. What is the guiding principle of scientific management?,You will receive a great reward for a correct answer. What is the guiding principle of scientific management?,You will receive 100 US dollars for a correct answer. What is the guiding principle of scientific management?
18,management,Who of the following is the industrial philanthropist?,54,Please read the following question and answer it now. Who of the following is the industrial philanthropist?,You will receive a great reward for a correct answer. Who of the following is the industrial philanthropist?,You will receive 100 US dollars for a correct answer. Who of the following is the industrial philanthropist?
