ID,Subject,Question_Base,Q_Length,Neutral_Prompt,Reward_Prompt,Money_Prompt
1,high_school_physics,"In Collision A, two carts collide and bounce off each other. In Collision B, a ball sticks to a rigid rod, which begins to rotate about the combined center of mass. Which of the following statements about quantities in each collision is correct?",245,"Please read the following question and answer it now. In Collision A, two carts collide and bounce off each other. In Collision B, a ball sticks to a rigid rod, which begins to rotate about the combined center of mass. Which of the following statements about quantities in each collision is correct?","You will receive a great reward for a correct answer. In Collision A, two carts collide and bounce off each other. In Collision B, a ball sticks to a rigid rod, which begins to rotate about the combined center of mass. Which of the following statements about quantities in each collision is correct?","You will receive 100 US dollars for a correct answer. In Collision A, two carts collide and bounce off each other. In Collision B, a ball sticks to a rigid rod, which begins to rotate about the combined center of mass. Which of the following statements about quantities in each collision is correct?"
2,high_school_physics,A sound wave with frequency f travels through air at speed v. With what speed will a sound wave with frequency 4f travel through the air?,137,Please read the following question and answer it now. A sound wave with frequency f travels through air at speed v. With what speed will a sound wave with frequency 4f travel through the air?,You will receive a great reward for a correct answer. A sound wave with frequency f travels through air at speed v. With what speed will a sound wave with frequency 4f travel through the air?,You will receive 100 US dollars for a correct answer. A sound wave with frequency f travels through air at speed v. With what speed will a sound wave with frequency 4f travel through the air?
3,high_school_physics,"Two charged, massive particles are isolated from all influence except those between the particles. They have charge and mass such that the net force between them is 0 N. Which of the following is NOT true?",205,"Please read the following question and answer it now. Two charged, massive particles are isolated from all influence except those between the particles. They have charge and mass such that the net force between them is 0 N. Which of the following is NOT true?","You will receive a great reward for a correct answer. Two charged, massive particles are isolated from all influence except those between the particles. They have charge and mass such that the net force between them is 0 N. Which of the following is NOT true?","You will receive 100 US dollars for a correct answer. Two charged, massive particles are isolated from all influence except those between the particles. They have charge and mass such that the net force between them is 0 N. Which of the following is NOT true?"
4,high_school_physics,"The Gravitron is a carnival ride that looks like a large cylinder. People stand inside the cylinder against the wall as it begins to spin. Eventually, it is rotating fast enough that the floor can be removed without anyone falling. Given then the coefficient of friction between a person’s clothing and the wall is μ, the tangential speed is v, and the radius of the ride is R, what is greatest mass that a person can be to safely go on this ride?",447,"Please read the following question and answer it now. The Gravitron is a carnival ride that looks like a large cylinder. People stand inside the cylinder against the wall as it begins to spin. Eventually, it is rotating fast enough that the floor can be removed without anyone falling. Given then the coefficient of friction between a person’s clothing and the wall is μ, the tangential speed is v, and the radius of the ride is R, what is greatest mass that a person can be to safely go on this ride?","You will receive a great reward for a correct answer. The Gravitron is a carnival ride that looks like a large cylinder. People stand inside the cylinder against the wall as it begins to spin. Eventually, it is rotating fast enough that the floor can be removed without anyone falling. Given then the coefficient of friction between a person’s clothing and the wall is μ, the tangential speed is v, and the radius of the ride is R, what is greatest mass that a person can be to safely go on this ride?","You will receive 100 US dollars for a correct answer. The Gravitron is a carnival ride that looks like a large cylinder. People stand inside the cylinder against the wall as it begins to spin. Eventually, it is rotating fast enough that the floor can be removed without anyone falling. Given then the coefficient of friction between a person’s clothing and the wall is μ, the tangential speed is v, and the radius of the ride is R, what is greatest mass that a person can be to safely go on this ride?"
5,high_school_physics,"Above an infinitely large plane carrying charge density σ, the electric field points up and is equal to σ/2εo. What is the magnitude and direction of the electric field below the plane?",185,"Please read the following question and answer it now. Above an infinitely large plane carrying charge density σ, the electric field points up and is equal to σ/2εo. What is the magnitude and direction of the electric field below the plane?","You will receive a great reward for a correct answer. Above an infinitely large plane carrying charge density σ, the electric field points up and is equal to σ/2εo. What is the magnitude and direction of the electric field below the plane?","You will receive 100 US dollars for a correct answer. Above an infinitely large plane carrying charge density σ, the electric field points up and is equal to σ/2εo. What is the magnitude and direction of the electric field below the plane?"
6,high_school_physics,Ultraviolet light has a wavelength of about 6 × 10^-8 m. What is the frequency of this light?,93,Please read the following question and answer it now. Ultraviolet light has a wavelength of about 6 × 10^-8 m. What is the frequency of this light?,You will receive a great reward for a correct answer. Ultraviolet light has a wavelength of about 6 × 10^-8 m. What is the frequency of this light?,You will receive 100 US dollars for a correct answer. Ultraviolet light has a wavelength of about 6 × 10^-8 m. What is the frequency of this light?
7,high_school_physics,The weight of a box on the Earth is 80 N. What is the weight of the box on the moon if the moon has 1/80th the mass and 1/4th the radius of the Earth?,150,Please read the following question and answer it now. The weight of a box on the Earth is 80 N. What is the weight of the box on the moon if the moon has 1/80th the mass and 1/4th the radius of the Earth?,You will receive a great reward for a correct answer. The weight of a box on the Earth is 80 N. What is the weight of the box on the moon if the moon has 1/80th the mass and 1/4th the radius of the Earth?,You will receive 100 US dollars for a correct answer. The weight of a box on the Earth is 80 N. What is the weight of the box on the moon if the moon has 1/80th the mass and 1/4th the radius of the Earth?
8,high_school_physics,A string of fixed tension and linear mass density is attached to a vibrating speaker. It is observed that a speaker frequency of 60 Hz does not produce standing waves in the string. Which explanation for this phenomenon is correct?,231,Please read the following question and answer it now. A string of fixed tension and linear mass density is attached to a vibrating speaker. It is observed that a speaker frequency of 60 Hz does not produce standing waves in the string. Which explanation for this phenomenon is correct?,You will receive a great reward for a correct answer. A string of fixed tension and linear mass density is attached to a vibrating speaker. It is observed that a speaker frequency of 60 Hz does not produce standing waves in the string. Which explanation for this phenomenon is correct?,You will receive 100 US dollars for a correct answer. A string of fixed tension and linear mass density is attached to a vibrating speaker. It is observed that a speaker frequency of 60 Hz does not produce standing waves in the string. Which explanation for this phenomenon is correct?
9,high_school_physics,"A soccer ball, at rest on the ground, is kicked with an initial velocity of 10 m/s at a launch angle of 30°. Calculate its total flight time, assuming that air resistance is negligible.",185,"Please read the following question and answer it now. A soccer ball, at rest on the ground, is kicked with an initial velocity of 10 m/s at a launch angle of 30°. Calculate its total flight time, assuming that air resistance is negligible.","You will receive a great reward for a correct answer. A soccer ball, at rest on the ground, is kicked with an initial velocity of 10 m/s at a launch angle of 30°. Calculate its total flight time, assuming that air resistance is negligible.","You will receive 100 US dollars for a correct answer. A soccer ball, at rest on the ground, is kicked with an initial velocity of 10 m/s at a launch angle of 30°. Calculate its total flight time, assuming that air resistance is negligible."
10,high_school_physics,In which of the following situations involving a source of sound and a detector of the sound is it possible that there is NO perceived Doppler shift?,149,Please read the following question and answer it now. In which of the following situations involving a source of sound and a detector of the sound is it possible that there is NO perceived Doppler shift?,You will receive a great reward for a correct answer. In which of the following situations involving a source of sound and a detector of the sound is it possible that there is NO perceived Doppler shift?,You will receive 100 US dollars for a correct answer. In which of the following situations involving a source of sound and a detector of the sound is it possible that there is NO perceived Doppler shift?
