ID,Subject,Question_Base,Q_Length,Neutral_Prompt,Reward_Prompt,Money_Prompt
1,virology,The replication of hepatitis B includes which of the following stages?,70,Please read the following question and answer it now. The replication of hepatitis B includes which of the following stages?,You will receive a great reward for a correct answer. The replication of hepatitis B includes which of the following stages?,You will receive 100 US dollars for a correct answer. The replication of hepatitis B includes which of the following stages?
2,virology,Antivirals can be used prophylactically or therapeutically in persons in which of the following circumstances?,110,Please read the following question and answer it now. Antivirals can be used prophylactically or therapeutically in persons in which of the following circumstances?,You will receive a great reward for a correct answer. Antivirals can be used prophylactically or therapeutically in persons in which of the following circumstances?,You will receive 100 US dollars for a correct answer. Antivirals can be used prophylactically or therapeutically in persons in which of the following circumstances?
3,virology,Randomization of study subjects in a clinical trial is most helpful for controlling for which of the following?,111,Please read the following question and answer it now. Randomization of study subjects in a clinical trial is most helpful for controlling for which of the following?,You will receive a great reward for a correct answer. Randomization of study subjects in a clinical trial is most helpful for controlling for which of the following?,You will receive 100 US dollars for a correct answer. Randomization of study subjects in a clinical trial is most helpful for controlling for which of the following?
4,virology,Polio can be eradicated by which of the following?,50,Please read the following question and answer it now. Polio can be eradicated by which of the following?,You will receive a great reward for a correct answer. Polio can be eradicated by which of the following?,You will receive 100 US dollars for a correct answer. Polio can be eradicated by which of the following?
5,virology,"The basic code of ethical research (respect for persons, beneficence, and justice) was first established by the:",112,"Please read the following question and answer it now. The basic code of ethical research (respect for persons, beneficence, and justice) was first established by the:","You will receive a great reward for a correct answer. The basic code of ethical research (respect for persons, beneficence, and justice) was first established by the:","You will receive 100 US dollars for a correct answer. The basic code of ethical research (respect for persons, beneficence, and justice) was first established by the:"
6,virology,There is no vaccine against HIV because of which of the following?,66,Please read the following question and answer it now. There is no vaccine against HIV because of which of the following?,You will receive a great reward for a correct answer. There is no vaccine against HIV because of which of the following?,You will receive 100 US dollars for a correct answer. There is no vaccine against HIV because of which of the following?
7,virology,"A city has a population of 250,000 cases and 400 deaths each year from this disease. There are 2,500 deaths per year from all causes. The prevalence of this disease is given by",176,"Please read the following question and answer it now. A city has a population of 250,000 cases and 400 deaths each year from this disease. There are 2,500 deaths per year from all causes. The prevalence of this disease is given by","You will receive a great reward for a correct answer. A city has a population of 250,000 cases and 400 deaths each year from this disease. There are 2,500 deaths per year from all causes. The prevalence of this disease is given by","You will receive 100 US dollars for a correct answer. A city has a population of 250,000 cases and 400 deaths each year from this disease. There are 2,500 deaths per year from all causes. The prevalence of this disease is given by"
8,virology,How are antibody producing cells stimulated?,44,Please read the following question and answer it now. How are antibody producing cells stimulated?,You will receive a great reward for a correct answer. How are antibody producing cells stimulated?,You will receive 100 US dollars for a correct answer. How are antibody producing cells stimulated?
9,virology,"500 women aged 40 – 54 who present for routine check-ups are asked about their meat consumption the women turn out to be vegetarian. During the ensuing 5 years, 5 vegetarians and 43 non-vegetarians develop colorectal cancer. Which of the following best describes the study design?",280,"Please read the following question and answer it now. 500 women aged 40 – 54 who present for routine check-ups are asked about their meat consumption the women turn out to be vegetarian. During the ensuing 5 years, 5 vegetarians and 43 non-vegetarians develop colorectal cancer. Which of the following best describes the study design?","You will receive a great reward for a correct answer. 500 women aged 40 – 54 who present for routine check-ups are asked about their meat consumption the women turn out to be vegetarian. During the ensuing 5 years, 5 vegetarians and 43 non-vegetarians develop colorectal cancer. Which of the following best describes the study design?","You will receive 100 US dollars for a correct answer. 500 women aged 40 – 54 who present for routine check-ups are asked about their meat consumption the women turn out to be vegetarian. During the ensuing 5 years, 5 vegetarians and 43 non-vegetarians develop colorectal cancer. Which of the following best describes the study design?"
10,virology,Which disease do polyomaviruses predominantly cause?,52,Please read the following question and answer it now. Which disease do polyomaviruses predominantly cause?,You will receive a great reward for a correct answer. Which disease do polyomaviruses predominantly cause?,You will receive 100 US dollars for a correct answer. Which disease do polyomaviruses predominantly cause?
11,virology,SARS is described as a zoonotic virus - what does this mean?,60,Please read the following question and answer it now. SARS is described as a zoonotic virus - what does this mean?,You will receive a great reward for a correct answer. SARS is described as a zoonotic virus - what does this mean?,You will receive 100 US dollars for a correct answer. SARS is described as a zoonotic virus - what does this mean?
12,virology,Measles has been controlled in many countries by which of the following?,72,Please read the following question and answer it now. Measles has been controlled in many countries by which of the following?,You will receive a great reward for a correct answer. Measles has been controlled in many countries by which of the following?,You will receive 100 US dollars for a correct answer. Measles has been controlled in many countries by which of the following?
13,virology,Describe the YF vaccine.,24,Please read the following question and answer it now. Describe the YF vaccine.,You will receive a great reward for a correct answer. Describe the YF vaccine.,You will receive 100 US dollars for a correct answer. Describe the YF vaccine.
14,virology,What is the genetic structure of rotavirus?,43,Please read the following question and answer it now. What is the genetic structure of rotavirus?,You will receive a great reward for a correct answer. What is the genetic structure of rotavirus?,You will receive 100 US dollars for a correct answer. What is the genetic structure of rotavirus?
15,virology,The most widespread and important retrovirus is HIV-1; which of the following is true?,86,Please read the following question and answer it now. The most widespread and important retrovirus is HIV-1; which of the following is true?,You will receive a great reward for a correct answer. The most widespread and important retrovirus is HIV-1; which of the following is true?,You will receive 100 US dollars for a correct answer. The most widespread and important retrovirus is HIV-1; which of the following is true?
16,virology,"Many virus infections result in immune pathology, this is caused predominantly by which of the following?",105,"Please read the following question and answer it now. Many virus infections result in immune pathology, this is caused predominantly by which of the following?","You will receive a great reward for a correct answer. Many virus infections result in immune pathology, this is caused predominantly by which of the following?","You will receive 100 US dollars for a correct answer. Many virus infections result in immune pathology, this is caused predominantly by which of the following?"
17,virology,Where are arenaviruses predominately located in the world?,58,Please read the following question and answer it now. Where are arenaviruses predominately located in the world?,You will receive a great reward for a correct answer. Where are arenaviruses predominately located in the world?,You will receive 100 US dollars for a correct answer. Where are arenaviruses predominately located in the world?
18,virology,Deep nucleotide sequencing (NGS) is now cheap enough for general application. What will the technique mainly be useful for?,123,Please read the following question and answer it now. Deep nucleotide sequencing (NGS) is now cheap enough for general application. What will the technique mainly be useful for?,You will receive a great reward for a correct answer. Deep nucleotide sequencing (NGS) is now cheap enough for general application. What will the technique mainly be useful for?,You will receive 100 US dollars for a correct answer. Deep nucleotide sequencing (NGS) is now cheap enough for general application. What will the technique mainly be useful for?
19,virology,What is the main clinical picture of hepatitis A?,49,Please read the following question and answer it now. What is the main clinical picture of hepatitis A?,You will receive a great reward for a correct answer. What is the main clinical picture of hepatitis A?,You will receive 100 US dollars for a correct answer. What is the main clinical picture of hepatitis A?
20,virology,What is the most successful and most widely used 'travel' vaccine for international visitors?,93,Please read the following question and answer it now. What is the most successful and most widely used 'travel' vaccine for international visitors?,You will receive a great reward for a correct answer. What is the most successful and most widely used 'travel' vaccine for international visitors?,You will receive 100 US dollars for a correct answer. What is the most successful and most widely used 'travel' vaccine for international visitors?
21,virology,The largest Latino community in the U.S. is:,44,Please read the following question and answer it now. The largest Latino community in the U.S. is:,You will receive a great reward for a correct answer. The largest Latino community in the U.S. is:,You will receive 100 US dollars for a correct answer. The largest Latino community in the U.S. is:
22,virology,Benefits of opioid replacement therapy as an approach for HIV prevention include:,81,Please read the following question and answer it now. Benefits of opioid replacement therapy as an approach for HIV prevention include:,You will receive a great reward for a correct answer. Benefits of opioid replacement therapy as an approach for HIV prevention include:,You will receive 100 US dollars for a correct answer. Benefits of opioid replacement therapy as an approach for HIV prevention include:
23,virology,How are new polyomaviruses detailed,35,Please read the following question and answer it now. How are new polyomaviruses detailed,You will receive a great reward for a correct answer. How are new polyomaviruses detailed,You will receive 100 US dollars for a correct answer. How are new polyomaviruses detailed
24,virology,How can the morphology of filoviruses be described?,51,Please read the following question and answer it now. How can the morphology of filoviruses be described?,You will receive a great reward for a correct answer. How can the morphology of filoviruses be described?,You will receive 100 US dollars for a correct answer. How can the morphology of filoviruses be described?
25,virology,Which viruses appear to be hypermutable?,40,Please read the following question and answer it now. Which viruses appear to be hypermutable?,You will receive a great reward for a correct answer. Which viruses appear to be hypermutable?,You will receive 100 US dollars for a correct answer. Which viruses appear to be hypermutable?
26,virology,A special feature of adaptive immunity is:,42,Please read the following question and answer it now. A special feature of adaptive immunity is:,You will receive a great reward for a correct answer. A special feature of adaptive immunity is:,You will receive 100 US dollars for a correct answer. A special feature of adaptive immunity is:
27,virology,It is unlikely that a 'cure' of HIV is possible with current drugs because:,75,Please read the following question and answer it now. It is unlikely that a 'cure' of HIV is possible with current drugs because:,You will receive a great reward for a correct answer. It is unlikely that a 'cure' of HIV is possible with current drugs because:,You will receive 100 US dollars for a correct answer. It is unlikely that a 'cure' of HIV is possible with current drugs because:
28,virology,"Of the following factors, which are the most important factors for virus spread and infection?",94,"Please read the following question and answer it now. Of the following factors, which are the most important factors for virus spread and infection?","You will receive a great reward for a correct answer. Of the following factors, which are the most important factors for virus spread and infection?","You will receive 100 US dollars for a correct answer. Of the following factors, which are the most important factors for virus spread and infection?"
29,virology,A good surveillance system should provide information about:,60,Please read the following question and answer it now. A good surveillance system should provide information about:,You will receive a great reward for a correct answer. A good surveillance system should provide information about:,You will receive 100 US dollars for a correct answer. A good surveillance system should provide information about:
